id,user_id,img_path,garment_type,garment_category,formality,weather
735,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,3,3,3
736,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,4,1,1
737,2,http://dummyimage.com/100x100.png/dddddd/000000,37,1,2,2
738,3,http://dummyimage.com/100x100.png/cc0000/ffffff,38,2,3,3
739,4,http://dummyimage.com/100x100.png/dddddd/000000,39,3,1,1
740,5,http://dummyimage.com/100x100.png/cc0000/ffffff,40,4,2,2
741,1,http://dummyimage.com/100x100.png/ff4444/ffffff,41,1,3,3
742,2,http://dummyimage.com/100x100.png/cc0000/ffffff,42,2,1,1
743,3,http://dummyimage.com/100x100.png/cc0000/ffffff,43,3,2,2
744,4,http://dummyimage.com/100x100.png/ff4444/ffffff,44,4,3,3
745,5,http://dummyimage.com/100x100.png/dddddd/000000,45,1,1,1
746,1,http://dummyimage.com/100x100.png/cc0000/ffffff,46,2,2,2
747,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,47,3,3,3
748,3,http://dummyimage.com/100x100.png/ff4444/ffffff,48,4,1,1
749,4,http://dummyimage.com/100x100.png/ff4444/ffffff,49,1,2,2
750,5,http://dummyimage.com/100x100.png/dddddd/000000,50,2,3,3
751,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,1,3,1,1
752,2,http://dummyimage.com/100x100.png/dddddd/000000,2,4,2,2
753,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,1,3,3
754,4,http://dummyimage.com/100x100.png/cc0000/ffffff,4,2,1,1
755,5,http://dummyimage.com/100x100.png/ff4444/ffffff,5,3,2,2
756,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,6,4,3,3
757,2,http://dummyimage.com/100x100.png/ff4444/ffffff,7,1,1,1
758,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,8,2,2,2
759,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,9,3,3,3
760,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,4,1,1
761,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,11,1,2,2
762,2,http://dummyimage.com/100x100.png/dddddd/000000,12,2,3,3
763,3,http://dummyimage.com/100x100.png/dddddd/000000,13,3,1,1
764,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,4,2,2
765,5,http://dummyimage.com/100x100.png/cc0000/ffffff,15,1,3,3
766,1,http://dummyimage.com/100x100.png/dddddd/000000,16,2,1,1
767,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,17,3,2,2
768,3,http://dummyimage.com/100x100.png/cc0000/ffffff,18,4,3,3
769,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,19,1,1,1
770,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,2,2,2
771,1,http://dummyimage.com/100x100.png/ff4444/ffffff,21,3,3,3
772,2,http://dummyimage.com/100x100.png/ff4444/ffffff,22,4,1,1
773,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,23,1,2,2
774,4,http://dummyimage.com/100x100.png/ff4444/ffffff,24,2,3,3
775,5,http://dummyimage.com/100x100.png/ff4444/ffffff,25,3,1,1
776,1,http://dummyimage.com/100x100.png/cc0000/ffffff,26,4,2,2
777,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,27,1,3,3
778,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,28,2,1,1
779,4,http://dummyimage.com/100x100.png/dddddd/000000,29,3,2,2
780,5,http://dummyimage.com/100x100.png/ff4444/ffffff,30,4,3,3
781,1,http://dummyimage.com/100x100.png/ff4444/ffffff,31,1,1,1
782,2,http://dummyimage.com/100x100.png/dddddd/000000,32,2,2,2
783,3,http://dummyimage.com/100x100.png/ff4444/ffffff,33,3,3,3
784,4,http://dummyimage.com/100x100.png/dddddd/000000,34,4,1,1
785,5,http://dummyimage.com/100x100.png/ff4444/ffffff,35,1,2,2
786,1,http://dummyimage.com/100x100.png/cc0000/ffffff,36,2,3,3
787,2,http://dummyimage.com/100x100.png/cc0000/ffffff,37,3,1,1
788,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,38,4,2,2
789,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,1,3,3
790,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,40,2,1,1
791,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,41,3,2,2
792,2,http://dummyimage.com/100x100.png/dddddd/000000,42,4,3,3
793,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,43,1,1,1
794,4,http://dummyimage.com/100x100.png/ff4444/ffffff,44,2,2,2
795,5,http://dummyimage.com/100x100.png/cc0000/ffffff,45,3,3,3
796,1,http://dummyimage.com/100x100.png/ff4444/ffffff,46,4,1,1
797,2,http://dummyimage.com/100x100.png/dddddd/000000,47,1,2,2
798,3,http://dummyimage.com/100x100.png/ff4444/ffffff,48,2,3,3
799,4,http://dummyimage.com/100x100.png/dddddd/000000,49,3,1,1
800,5,http://dummyimage.com/100x100.png/ff4444/ffffff,50,4,2,2
801,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,1,1,3,3
802,2,http://dummyimage.com/100x100.png/ff4444/ffffff,2,2,1,1
803,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,3,2,2
804,4,http://dummyimage.com/100x100.png/dddddd/000000,4,4,3,3
805,5,http://dummyimage.com/100x100.png/dddddd/000000,5,1,1,1
806,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,2,2,2
807,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,7,3,3,3
808,3,http://dummyimage.com/100x100.png/ff4444/ffffff,8,4,1,1
809,4,http://dummyimage.com/100x100.png/dddddd/000000,9,1,2,2
810,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,10,2,3,3
811,1,http://dummyimage.com/100x100.png/ff4444/ffffff,11,3,1,1
812,2,http://dummyimage.com/100x100.png/dddddd/000000,12,4,2,2
813,3,http://dummyimage.com/100x100.png/cc0000/ffffff,13,1,3,3
814,4,http://dummyimage.com/100x100.png/dddddd/000000,14,2,1,1
815,5,http://dummyimage.com/100x100.png/ff4444/ffffff,15,3,2,2
816,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,4,3,3
817,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,17,1,1,1
818,3,http://dummyimage.com/100x100.png/ff4444/ffffff,18,2,2,2
819,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,19,3,3,3
820,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,4,1,1
821,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,21,1,2,2
822,2,http://dummyimage.com/100x100.png/dddddd/000000,22,2,3,3
823,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,23,3,1,1
824,4,http://dummyimage.com/100x100.png/dddddd/000000,24,4,2,2
825,5,http://dummyimage.com/100x100.png/ff4444/ffffff,25,1,3,3
826,1,http://dummyimage.com/100x100.png/cc0000/ffffff,26,2,1,1
827,2,http://dummyimage.com/100x100.png/cc0000/ffffff,27,3,2,2
828,3,http://dummyimage.com/100x100.png/cc0000/ffffff,28,4,3,3
829,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,29,1,1,1
830,5,http://dummyimage.com/100x100.png/ff4444/ffffff,30,2,2,2
831,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,31,3,3,3
832,2,http://dummyimage.com/100x100.png/cc0000/ffffff,32,4,1,1
833,3,http://dummyimage.com/100x100.png/ff4444/ffffff,33,1,2,2
834,4,http://dummyimage.com/100x100.png/dddddd/000000,34,2,3,3
835,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,3,1,1
836,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,4,2,2
837,2,http://dummyimage.com/100x100.png/dddddd/000000,37,1,3,3
838,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,38,2,1,1
839,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,3,2,2
840,5,http://dummyimage.com/100x100.png/ff4444/ffffff,40,4,3,3
841,1,http://dummyimage.com/100x100.png/dddddd/000000,41,1,1,1
842,2,http://dummyimage.com/100x100.png/ff4444/ffffff,42,2,2,2
843,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,43,3,3,3
844,4,http://dummyimage.com/100x100.png/ff4444/ffffff,44,4,1,1
845,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,45,1,2,2
846,1,http://dummyimage.com/100x100.png/ff4444/ffffff,46,2,3,3
847,2,http://dummyimage.com/100x100.png/ff4444/ffffff,47,3,1,1
848,3,http://dummyimage.com/100x100.png/dddddd/000000,48,4,2,2
849,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,1,3,3
850,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,50,2,1,1
851,1,http://dummyimage.com/100x100.png/cc0000/ffffff,1,3,2,2
852,2,http://dummyimage.com/100x100.png/dddddd/000000,2,4,3,3
853,3,http://dummyimage.com/100x100.png/dddddd/000000,3,1,1,1
854,4,http://dummyimage.com/100x100.png/ff4444/ffffff,4,2,2,2
855,5,http://dummyimage.com/100x100.png/dddddd/000000,5,3,3,3
856,1,http://dummyimage.com/100x100.png/cc0000/ffffff,6,4,1,1
857,2,http://dummyimage.com/100x100.png/ff4444/ffffff,7,1,2,2
858,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,8,2,3,3
859,4,http://dummyimage.com/100x100.png/dddddd/000000,9,3,1,1
860,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,4,2,2
861,1,http://dummyimage.com/100x100.png/dddddd/000000,11,1,3,3
862,2,http://dummyimage.com/100x100.png/dddddd/000000,12,2,1,1
863,3,http://dummyimage.com/100x100.png/ff4444/ffffff,13,3,2,2
864,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,4,3,3
865,5,http://dummyimage.com/100x100.png/cc0000/ffffff,15,1,1,1
866,1,http://dummyimage.com/100x100.png/dddddd/000000,16,2,2,2
867,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,17,3,3,3
868,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,18,4,1,1
869,4,http://dummyimage.com/100x100.png/ff4444/ffffff,19,1,2,2
870,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,20,2,3,3
871,1,http://dummyimage.com/100x100.png/cc0000/ffffff,21,3,1,1
872,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,22,4,2,2
873,3,http://dummyimage.com/100x100.png/dddddd/000000,23,1,3,3
874,4,http://dummyimage.com/100x100.png/cc0000/ffffff,24,2,1,1
875,5,http://dummyimage.com/100x100.png/ff4444/ffffff,25,3,2,2
876,1,http://dummyimage.com/100x100.png/ff4444/ffffff,26,4,3,3
877,2,http://dummyimage.com/100x100.png/ff4444/ffffff,27,1,1,1
878,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,28,2,2,2
879,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,29,3,3,3
880,5,http://dummyimage.com/100x100.png/ff4444/ffffff,30,4,1,1
881,1,http://dummyimage.com/100x100.png/dddddd/000000,31,1,2,2
882,2,http://dummyimage.com/100x100.png/cc0000/ffffff,32,2,3,3
883,3,http://dummyimage.com/100x100.png/dddddd/000000,33,3,1,1
884,4,http://dummyimage.com/100x100.png/dddddd/000000,34,4,2,2
885,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,1,3,3
886,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,2,1,1
887,2,http://dummyimage.com/100x100.png/dddddd/000000,37,3,2,2
888,3,http://dummyimage.com/100x100.png/ff4444/ffffff,38,4,3,3
889,4,http://dummyimage.com/100x100.png/ff4444/ffffff,39,1,1,1
890,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,40,2,2,2
891,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,41,3,3,3
892,2,http://dummyimage.com/100x100.png/cc0000/ffffff,42,4,1,1
893,3,http://dummyimage.com/100x100.png/ff4444/ffffff,43,1,2,2
894,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,44,2,3,3
895,5,http://dummyimage.com/100x100.png/dddddd/000000,45,3,1,1
896,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,46,4,2,2
897,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,47,1,3,3
898,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,48,2,1,1
899,4,http://dummyimage.com/100x100.png/dddddd/000000,49,3,2,2
900,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,50,4,3,3
901,1,http://dummyimage.com/100x100.png/ff4444/ffffff,1,1,1,1
902,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,2,2,2,2
903,3,http://dummyimage.com/100x100.png/cc0000/ffffff,3,3,3,3
904,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,4,4,1,1
905,5,http://dummyimage.com/100x100.png/dddddd/000000,5,1,2,2
906,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,6,2,3,3
907,2,http://dummyimage.com/100x100.png/cc0000/ffffff,7,3,1,1
908,3,http://dummyimage.com/100x100.png/cc0000/ffffff,8,4,2,2
909,4,http://dummyimage.com/100x100.png/cc0000/ffffff,9,1,3,3
910,5,http://dummyimage.com/100x100.png/dddddd/000000,10,2,1,1
911,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,11,3,2,2
912,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,12,4,3,3
913,3,http://dummyimage.com/100x100.png/cc0000/ffffff,13,1,1,1
914,4,http://dummyimage.com/100x100.png/cc0000/ffffff,14,2,2,2
915,5,http://dummyimage.com/100x100.png/cc0000/ffffff,15,3,3,3
916,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,4,1,1
917,2,http://dummyimage.com/100x100.png/ff4444/ffffff,17,1,2,2
918,3,http://dummyimage.com/100x100.png/cc0000/ffffff,18,2,3,3
919,4,http://dummyimage.com/100x100.png/dddddd/000000,19,3,1,1
920,5,http://dummyimage.com/100x100.png/cc0000/ffffff,20,4,2,2
921,1,http://dummyimage.com/100x100.png/ff4444/ffffff,21,1,3,3
922,2,http://dummyimage.com/100x100.png/dddddd/000000,22,2,1,1
923,3,http://dummyimage.com/100x100.png/dddddd/000000,23,3,2,2
924,4,http://dummyimage.com/100x100.png/ff4444/ffffff,24,4,3,3
925,5,http://dummyimage.com/100x100.png/cc0000/ffffff,25,1,1,1
926,1,http://dummyimage.com/100x100.png/cc0000/ffffff,26,2,2,2
927,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,27,3,3,3
928,3,http://dummyimage.com/100x100.png/cc0000/ffffff,28,4,1,1
929,4,http://dummyimage.com/100x100.png/ff4444/ffffff,29,1,2,2
930,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,30,2,3,3
931,1,http://dummyimage.com/100x100.png/ff4444/ffffff,31,3,1,1
932,2,http://dummyimage.com/100x100.png/cc0000/ffffff,32,4,2,2
933,3,http://dummyimage.com/100x100.png/dddddd/000000,33,1,3,3
934,4,http://dummyimage.com/100x100.png/ff4444/ffffff,34,2,1,1
935,5,http://dummyimage.com/100x100.png/ff4444/ffffff,35,3,2,2
936,1,http://dummyimage.com/100x100.png/dddddd/000000,36,4,3,3
937,2,http://dummyimage.com/100x100.png/cc0000/ffffff,37,1,1,1
938,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,38,2,2,2
939,4,http://dummyimage.com/100x100.png/ff4444/ffffff,39,3,3,3
940,5,http://dummyimage.com/100x100.png/ff4444/ffffff,40,4,1,1
941,1,http://dummyimage.com/100x100.png/dddddd/000000,41,1,2,2
942,2,http://dummyimage.com/100x100.png/cc0000/ffffff,42,2,3,3
943,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,43,3,1,1
944,4,http://dummyimage.com/100x100.png/ff4444/ffffff,44,4,2,2
945,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,45,1,3,3
946,1,http://dummyimage.com/100x100.png/cc0000/ffffff,46,2,1,1
947,2,http://dummyimage.com/100x100.png/dddddd/000000,47,3,2,2
948,3,http://dummyimage.com/100x100.png/ff4444/ffffff,48,4,3,3
949,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,1,1,1
950,5,http://dummyimage.com/100x100.png/ff4444/ffffff,50,2,2,2
951,1,http://dummyimage.com/100x100.png/dddddd/000000,1,3,3,3
952,2,http://dummyimage.com/100x100.png/ff4444/ffffff,2,4,1,1
953,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,3,1,2,2
954,4,http://dummyimage.com/100x100.png/ff4444/ffffff,4,2,3,3
955,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,5,3,1,1
956,1,http://dummyimage.com/100x100.png/ff4444/ffffff,6,4,2,2
957,2,http://dummyimage.com/100x100.png/dddddd/000000,7,1,3,3
958,3,http://dummyimage.com/100x100.png/ff4444/ffffff,8,2,1,1
959,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,9,3,2,2
960,5,http://dummyimage.com/100x100.png/cc0000/ffffff,10,4,3,3
961,1,http://dummyimage.com/100x100.png/ff4444/ffffff,11,1,1,1
962,2,http://dummyimage.com/100x100.png/ff4444/ffffff,12,2,2,2
963,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,13,3,3,3
964,4,http://dummyimage.com/100x100.png/ff4444/ffffff,14,4,1,1
965,5,http://dummyimage.com/100x100.png/ff4444/ffffff,15,1,2,2
966,1,http://dummyimage.com/100x100.png/ff4444/ffffff,16,2,3,3
967,2,http://dummyimage.com/100x100.png/cc0000/ffffff,17,3,1,1
968,3,http://dummyimage.com/100x100.png/ff4444/ffffff,18,4,2,2
969,4,http://dummyimage.com/100x100.png/cc0000/ffffff,19,1,3,3
970,5,http://dummyimage.com/100x100.png/ff4444/ffffff,20,2,1,1
971,1,http://dummyimage.com/100x100.png/dddddd/000000,21,3,2,2
972,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,22,4,3,3
973,3,http://dummyimage.com/100x100.png/cc0000/ffffff,23,1,1,1
974,4,http://dummyimage.com/100x100.png/dddddd/000000,24,2,2,2
975,5,http://dummyimage.com/100x100.png/dddddd/000000,25,3,3,3
976,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,26,4,1,1
977,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,27,1,2,2
978,3,http://dummyimage.com/100x100.png/ff4444/ffffff,28,2,3,3
979,4,http://dummyimage.com/100x100.png/ff4444/ffffff,29,3,1,1
980,5,http://dummyimage.com/100x100.png/cc0000/ffffff,30,4,2,2
981,1,http://dummyimage.com/100x100.png/ff4444/ffffff,31,1,3,3
982,2,http://dummyimage.com/100x100.png/5fa2dd/ffffff,32,2,1,1
983,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,33,3,2,2
984,4,http://dummyimage.com/100x100.png/ff4444/ffffff,34,4,3,3
985,5,http://dummyimage.com/100x100.png/cc0000/ffffff,35,1,1,1
986,1,http://dummyimage.com/100x100.png/ff4444/ffffff,36,2,2,2
987,2,http://dummyimage.com/100x100.png/ff4444/ffffff,37,3,3,3
988,3,http://dummyimage.com/100x100.png/5fa2dd/ffffff,38,4,1,1
989,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,39,1,2,2
990,5,http://dummyimage.com/100x100.png/5fa2dd/ffffff,40,2,3,3
991,1,http://dummyimage.com/100x100.png/5fa2dd/ffffff,41,3,1,1
992,2,http://dummyimage.com/100x100.png/cc0000/ffffff,42,4,2,2
993,3,http://dummyimage.com/100x100.png/ff4444/ffffff,43,1,3,3
994,4,http://dummyimage.com/100x100.png/dddddd/000000,44,2,1,1
995,5,http://dummyimage.com/100x100.png/ff4444/ffffff,45,3,2,2
996,1,http://dummyimage.com/100x100.png/cc0000/ffffff,46,4,3,3
997,2,http://dummyimage.com/100x100.png/cc0000/ffffff,47,1,1,1
998,3,http://dummyimage.com/100x100.png/cc0000/ffffff,48,2,2,2
999,4,http://dummyimage.com/100x100.png/5fa2dd/ffffff,49,3,3,3
1000,5,http://dummyimage.com/100x100.png/dddddd/000000,50,4,1,1
